underlying_symbol,quote_datetime,expiration,strike,option_type,underlying_bid,underlying_ask,best_bid,best_ask,trade_price,trade_size,trade_iv,open_interest
SPY,2025-10-20 20:49:06.367717,2025-10-20,616.0,call,671.2081248779297,672.5518848876952,55.46,55.52,52.95,10.0,1.0000000000000003e-05,10.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,617.0,call,671.2081248779297,672.5518848876952,54.25,54.49,53.59,15.0,1.0000000000000003e-05,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,618.0,call,671.2081248779297,672.5518848876952,53.25,53.82,50.3,1.0,1.0000000000000003e-05,2.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,619.0,call,671.2081248779297,672.5518848876952,52.35,53.01,46.83,,0.7226590234375,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,620.0,call,671.2081248779297,672.5518848876952,51.41,52.03,51.61,5.0,0.7246121289062499,16.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,621.0,call,671.2081248779297,672.5518848876952,50.41,51.01,49.46,4.0,0.6972686523437501,2.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,623.0,call,671.2081248779297,672.5518848876952,48.34,48.87,37.63,,1.0000000000000003e-05,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,624.0,call,671.2081248779297,672.5518848876952,47.29,47.55,46.42,9.0,1.0000000000000003e-05,7.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,625.0,call,671.2081248779297,672.5518848876952,46.36,47.03,46.1,6.0,0.6621127539062501,6.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,626.0,call,671.2081248779297,672.5518848876952,45.34,45.97,34.67,2.0,0.6035195898437502,2.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,627.0,call,671.2081248779297,672.5518848876952,44.25,44.9,44.69,10.0,0.49609878906250005,2.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,628.0,call,671.2081248779297,672.5518848876952,43.36,43.47,44.1,4.0,1.0000000000000003e-05,10.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,629.0,call,671.2081248779297,672.5518848876952,42.41,43.02,42.55,3.0,0.6054726953125001,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,630.0,call,671.2081248779297,672.5518848876952,41.48,42.01,41.32,19.0,0.585941640625,128.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,631.0,call,671.2081248779297,672.5518848876952,40.34,40.95,34.56,,0.52539537109375,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,633.0,call,671.2081248779297,672.5518848876952,38.36,38.95,32.39,34.0,0.5039112109375,0.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,635.0,call,671.2081248779297,672.5518848876952,36.44,37.01,29.93,109.0,0.523442265625,53.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,636.0,call,671.2081248779297,672.5518848876952,35.35,36.03,26.64,2.0,0.523442265625,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,637.0,call,671.2081248779297,672.5518848876952,34.38,34.47,28.52,,1.0000000000000003e-05,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,638.0,call,671.2081248779297,672.5518848876952,33.34,34.02,24.62,2.0,0.49219257812500006,2.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,639.0,call,671.2081248779297,672.5518848876952,32.46,32.98,32.49,2.0,0.45508357421875,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,640.0,call,671.2081248779297,672.5518848876952,31.21,32.02,31.47,15.0,0.46680220703125,79.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,641.0,call,671.2081248779297,672.5518848876952,30.4,31.03,29.51,2.0,0.45898978515625005,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,642.0,call,671.2081248779297,672.5518848876952,29.21,29.97,21.31,21.0,0.41211525390625,14.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,643.0,call,671.2081248779297,672.5518848876952,28.27,28.98,28.96,14.0,0.4062559375,23.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,644.0,call,671.2081248779297,672.5518848876952,27.4,27.96,27.91,7.0,0.38086556640624997,17.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,645.0,call,671.2081248779297,672.5518848876952,26.36,27.02,26.99,12.0,0.40332627929687503,69.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,646.0,call,671.2081248779297,672.5518848876952,25.37,25.55,25.31,71.0,1.0000000000000003e-05,79.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,647.0,call,671.2081248779297,672.5518848876952,24.37,25.03,23.36,14.0,0.38184211914062494,49.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,648.0,call,671.2081248779297,672.5518848876952,23.36,23.54,22.71,44.0,1.0000000000000003e-05,44.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,649.0,call,671.2081248779297,672.5518848876952,22.4,22.56,22.67,65.0,1.0000000000000003e-05,40.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,650.0,call,671.2081248779297,672.5518848876952,21.4,21.52,21.57,134.0,1.0000000000000003e-05,429.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,651.0,call,671.2081248779297,672.5518848876952,20.37,20.57,20.9,26.0,1.0000000000000003e-05,195.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,652.0,call,671.2081248779297,672.5518848876952,19.4,19.57,19.68,50.0,1.0000000000000003e-05,316.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,653.0,call,671.2081248779297,672.5518848876952,18.37,18.57,18.92,76.0,1.0000000000000003e-05,450.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,654.0,call,671.2081248779297,672.5518848876952,17.34,17.41,17.93,57.0,1.0000000000000003e-05,376.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,655.0,call,671.2081248779297,672.5518848876952,16.4,16.57,16.89,180.0,1.0000000000000003e-05,264.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,656.0,call,671.2081248779297,672.5518848876952,15.37,15.53,15.46,130.0,1.0000000000000003e-05,491.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,657.0,call,671.2081248779297,672.5518848876952,14.35,14.57,14.49,252.0,1.0000000000000003e-05,465.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,658.0,call,671.2081248779297,672.5518848876952,13.42,13.59,13.53,831.0,1.0000000000000003e-05,1756.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,659.0,call,671.2081248779297,672.5518848876952,12.39,12.44,12.53,341.0,1.0000000000000003e-05,1777.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,660.0,call,671.2081248779297,672.5518848876952,11.37,11.46,11.4,3625.0,1.0000000000000003e-05,4071.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,661.0,call,671.2081248779297,672.5518848876952,10.37,10.57,10.52,2466.0,1.0000000000000003e-05,4606.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,662.0,call,671.2081248779297,672.5518848876952,9.43,9.48,9.56,1559.0,1.0000000000000003e-05,4112.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,663.0,call,671.2081248779297,672.5518848876952,8.45,8.48,8.45,3357.0,1.0000000000000003e-05,3639.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,664.0,call,671.2081248779297,672.5518848876952,7.45,7.5,7.58,6816.0,1.0000000000000003e-05,3349.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,665.0,call,671.2081248779297,672.5518848876952,6.45,6.5,6.47,9093.0,1.0000000000000003e-05,9434.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,666.0,call,671.2081248779297,672.5518848876952,5.45,5.5,5.49,9122.0,1.0000000000000003e-05,4962.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,667.0,call,671.2081248779297,672.5518848876952,4.39,4.46,4.46,19382.0,1.0000000000000003e-05,7126.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,668.0,call,671.2081248779297,672.5518848876952,3.4,3.46,3.47,43597.0,1.0000000000000003e-05,6284.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,669.0,call,671.2081248779297,672.5518848876952,2.43,2.47,2.46,124846.0,1.0000000000000003e-05,6041.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,670.0,call,671.2081248779297,672.5518848876952,1.49,1.5,1.49,253774.0,1.0000000000000003e-05,14025.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,671.0,call,671.2081248779297,672.5518848876952,0.64,0.65,0.64,336654.0,1.0000000000000003e-05,6380.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,672.0,call,671.2081248779297,672.5518848876952,0.15,0.16,0.16,436220.0,0.015268636474609378,14509.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,673.0,call,671.2081248779297,672.5518848876952,0.03,0.04,0.03,203795.0,0.02466795654296875,5487.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,674.0,call,671.2081248779297,672.5518848876952,0.01,0.02,0.01,91405.0,0.0346776220703125,6883.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,675.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,50941.0,0.0429783203125,18022.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,676.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,11949.0,0.053720400390625006,2930.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,677.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,7102.0,0.06446248046875,5800.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,678.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,5274.0,0.07618111328125002,2915.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,679.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,11318.0,0.08594664062500001,4964.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,680.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1384.0,0.0976652734375,8616.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,681.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,111.0,0.10743080078125,2438.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,682.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,36.0,0.117196328125,2547.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,683.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,86.0,0.12696185546875,1146.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,684.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,37.0,0.13672738281250002,608.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,685.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,6.0,0.148446015625,3100.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,686.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,7.0,0.1562584375,1776.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,687.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,22.0,0.16797707031250003,605.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,688.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,11.0,0.1757894921875,346.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,689.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,297.0,0.187508125,614.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,690.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,3.0,0.195320546875,1688.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,691.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,2.0,0.20313296874999998,497.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,692.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,10.0,0.2148516015625,44.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,693.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.22266402343749997,11.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,694.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,5.0,0.23438265625,5.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,695.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,11.0,0.242195078125,728.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,696.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.2500075,484.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,698.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,200.0,0.2695385546875,10.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,699.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.27735097656249996,8.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,700.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,29.0,0.2890696093749999,5332.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,705.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,16.0,0.3320379296875,215.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,710.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,9.0,0.37500625,366.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,715.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.414068359375,283.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,720.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.46094289062500005,68.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,725.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.500005,72.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,730.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,21.0,0.51562984375,85.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,735.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.02,,0.5468795312500001,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,740.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.03,,0.5937540625000001,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,745.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,,0.6250037500000001,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,750.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,,0.6562534375000001,1.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,760.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,,0.73437765625,10.0
SPY,2025-10-20 20:49:06.367717,2025-10-20,765.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,5.0,0.7812521875,10.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,770.0,call,671.2081248779297,672.5518848876952,0.0,0.01,0.01,502.0,0.8125018749999999,3.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,500.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,21.0,1.6875015625,579.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,505.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,9.0,1.625001875,20.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,510.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,8.0,1.5625021874999998,492.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,515.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,1.5000025,1021.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,520.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,1.46875265625,1099.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,525.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,61.0,1.40625296875,308.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,530.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,12.0,1.3750031249999999,261.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,535.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1244.0,1.3125034374999998,1340.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,540.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,104.0,1.2500037499999999,94.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,545.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,305.0,1.21875390625,775.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,550.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,199.0,1.15625421875,286.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,555.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,615.0,1.125004375,1070.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,560.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,451.0,1.0625046875000002,408.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,565.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,939.0,1.0312548437500002,945.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,570.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.9687503125,545.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,575.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,278.0,0.9062509375,421.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,580.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1162.0,0.87500125,846.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,585.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.02,1426.0,0.8125018749999999,1612.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,590.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.7812521875,1105.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,595.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,9.0,0.73437765625,1617.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,600.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,64.0,0.6875031250000001,2352.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,601.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,12.0,0.6718782812500002,1298.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,602.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,10.0,0.6562534375000001,758.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,603.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,5.0,0.6562534375000001,1323.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,604.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,2754.0,0.6562534375000001,1574.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,605.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,4.0,0.64062859375,2888.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,606.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.03,1024.0,0.6250037500000001,752.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,607.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.03,1257.0,0.6250037500000001,845.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,608.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.03,1058.0,0.6093789062500001,1052.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,609.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,341.0,0.5937540625000001,239.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,610.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,12.0,0.5937540625000001,1673.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,611.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,10.0,0.57812921875,790.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,612.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,18.0,0.57812921875,941.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,613.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1.0,0.5625043750000001,463.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,614.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.04,346.0,0.5625043750000001,504.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,615.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,31.0,0.5468795312500001,2028.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,616.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,21.0,0.5312546875,469.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,617.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,55.0,0.5312546875,551.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,618.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1245.0,0.51562984375,1820.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,619.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,449.0,0.500005,670.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,620.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,60.0,0.500005,3305.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,621.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,46.0,0.523442265625,458.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,622.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,215.0,0.51562984375,4946.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,623.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,11.0,0.500005,353.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,624.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,47.0,0.49219257812500006,621.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,625.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,16.0,0.48438015625,3839.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,626.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,155.0,0.4687553125,1921.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,627.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,9638.0,0.46094289062500005,702.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,628.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1272.0,0.45313046875,1032.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,629.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,519.0,0.445318046875,1057.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,630.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,13537.0,0.437505625,7027.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,631.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,2075.0,0.42188078125,1383.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,632.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,24499.0,0.414068359375,897.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,633.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,4208.0,0.4062559375,1235.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,634.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,3452.0,0.398443515625,2022.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,635.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,1198.0,0.38281867187499996,11552.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,636.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,3642.0,0.37500625,2392.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,637.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,386.0,0.367193828125,4806.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,638.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,12496.0,0.35547519531249994,1314.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,639.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,4399.0,0.3437565625,3225.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,640.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,8926.0,0.335944140625,11279.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,641.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,4770.0,0.32813171874999997,1362.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,642.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,31278.0,0.31641308593749995,1463.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,643.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,30056.0,0.304694453125,2462.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,644.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,2720.0,0.29688203124999996,1589.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,645.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,2993.0,0.2890696093749999,5117.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,646.0,put,671.2081248779297,672.5518848876952,0.0,0.01,0.01,24982.0,0.27735097656249996,2801.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,647.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.01,23898.0,0.2890696093749999,10255.0
SPY,2025-10-20 20:49:06.383770,2025-10-20,648.0,put,671.2081248779297,672.5518848876952,0.01,0.02,0.01,7708.0,0.27735097656249996,3105.0
